Gene	LogFC	V4	m210_1
ZNF398	-0.439288793	ensembl_havana	protein_coding
SCRN1	-0.439994211	ensembl_havana	protein_coding
PHPT1	-0.44019804	ensembl_havana	protein_coding
STAT1	-0.440381001	ensembl_havana	protein_coding
TMEM62	-0.440543155	ensembl_havana	protein_coding
PHF1	-0.440946104	ensembl_havana	protein_coding
MSI2	-0.440971405	ensembl_havana	protein_coding
DCUN1D5	-0.44103618	ensembl_havana	protein_coding
XRRA1	-0.441570181	ensembl_havana	protein_coding
HNRNPUL2	-0.441859699	ensembl_havana	protein_coding
OGDHL	-0.441914812	ensembl_havana	protein_coding
SPATA5L1	-0.442000019	ensembl_havana	protein_coding
MAML1	-0.442026789	ensembl_havana	protein_coding
ZNF747	-0.442113696	ensembl_havana	protein_coding
HNMT	-0.442462404	ensembl_havana	protein_coding
RNF5	-0.442705561	ensembl_havana	protein_coding
UQCR11	-0.442734197	ensembl_havana	protein_coding
SUSD2	-0.443093421	ensembl_havana	protein_coding
ZNF319	-0.443173022	ensembl_havana	protein_coding
R3HDM4	-0.443684892	ensembl_havana	protein_coding
INTS8	-0.443695281	ensembl_havana	protein_coding
NEK1	-0.443804707	ensembl_havana	protein_coding
DYNC1H1	-0.443822805	ensembl_havana	protein_coding
TIAM2	-0.443881151	ensembl_havana	protein_coding
SOD2	-0.444023839	ensembl_havana	protein_coding
TRAF5	-0.444188463	ensembl_havana	protein_coding
EPDR1	-0.444780709	ensembl_havana	protein_coding
PPP4R3B	-0.444877258	ensembl_havana	protein_coding
YIPF6	-0.44521944	ensembl_havana	protein_coding
PLEK2	-0.44529619	ensembl_havana	protein_coding
GRB7	-0.445390481	ensembl_havana	protein_coding
C12orf43	-0.445919956	ensembl_havana	protein_coding
WDR60	-0.445956533	ensembl_havana	protein_coding
USP43	-0.445966457	ensembl_havana	protein_coding
TAB3	-0.446053222	ensembl_havana	protein_coding
SKIV2L	-0.446330946	ensembl_havana	protein_coding
RNF103	-0.446546397	ensembl_havana	protein_coding
CAPN13	-0.446865949	ensembl_havana	protein_coding
NDUFB7	-0.447002655	ensembl_havana	protein_coding
NADK	-0.447040864	ensembl_havana	protein_coding
RCN2	-0.44711909	ensembl_havana	protein_coding
PSG4	-0.447159495	ensembl_havana	protein_coding
TOMM20	-0.44722386	ensembl_havana	protein_coding
ZNF696	-0.447397698	ensembl_havana	protein_coding
LRRC47	-0.447598627	ensembl_havana	protein_coding
LPAR2	-0.447729791	ensembl_havana	protein_coding
GAB3	-0.44787955	ensembl_havana	protein_coding
FAM129B	-0.448041754	ensembl_havana	protein_coding
RNF170	-0.448415308	ensembl_havana	protein_coding
MYEOV	-0.448788606	ensembl_havana	protein_coding
FOS	-0.448887133	ensembl_havana	protein_coding
KHNYN	-0.449090569	ensembl_havana	protein_coding
EI24	-0.449099446	ensembl_havana	protein_coding
CASP9	-0.449178997	ensembl_havana	protein_coding
CNOT11	-0.449582868	ensembl_havana	protein_coding
UAP1	-0.449584096	ensembl_havana	protein_coding
NPTN	-0.449709159	ensembl_havana	protein_coding
CDKL5	-0.450025871	ensembl_havana	protein_coding
CHMP2B	-0.450311484	ensembl_havana	protein_coding
CHML	-0.45040486	havana	protein_coding
DHCR7	-0.450413855	ensembl_havana	protein_coding
TPST1	-0.450444983	ensembl_havana	protein_coding
TIGD2	-0.450494697	ensembl_havana	protein_coding
AKAP7	-0.450892055	ensembl_havana	protein_coding
PNRC1	-0.450992388	ensembl_havana	protein_coding
TFDP1	-0.45163556	ensembl_havana	protein_coding
EEFSEC	-0.45180974	ensembl_havana	protein_coding
ARHGAP12	-0.451866042	ensembl_havana	protein_coding
CEP250	-0.45192733	ensembl_havana	protein_coding
RAC1	-0.452314796	ensembl_havana	protein_coding
WAC	-0.452346082	ensembl_havana	protein_coding
GLRX5	-0.452373892	ensembl_havana	protein_coding
RGS3	-0.452644673	ensembl_havana	protein_coding
TBC1D1	-0.452857415	ensembl_havana	protein_coding
DPCD	-0.45298812	ensembl_havana	protein_coding
UNC5B	-0.453167324	ensembl_havana	protein_coding
CAMLG	-0.453172516	ensembl_havana	protein_coding
KIAA1107	-0.453370557	ensembl_havana	protein_coding
MESDC1	-0.453531826	ensembl_havana	protein_coding
HDAC11	-0.45360933	ensembl_havana	protein_coding
ZBTB2	-0.453722065	ensembl_havana	protein_coding
HIPK3	-0.453860797	ensembl_havana	protein_coding
ZNF318	-0.453947357	ensembl_havana	protein_coding
SRSF1	-0.45403912	ensembl_havana	protein_coding
CHCHD10	-0.45406672	ensembl_havana	protein_coding
TC2N	-0.454342006	ensembl_havana	protein_coding
IER5	-0.454415686	ensembl_havana	protein_coding
ABCA12	-0.454423999	ensembl_havana	protein_coding
TPM4	-0.454785464	ensembl_havana	protein_coding
DIS3L2	-0.455193057	ensembl_havana	protein_coding
FXR2	-0.455493138	ensembl_havana	protein_coding
RAI1	-0.456007981	ensembl_havana	protein_coding
SMAD4	-0.456101853	ensembl_havana	protein_coding
ZNF320	-0.456110339	ensembl_havana	protein_coding
DRAM1	-0.456126473	ensembl_havana	protein_coding
TJP2	-0.456225194	ensembl_havana	protein_coding
PLA2G4C	-0.45624411	ensembl_havana	protein_coding
TAF1C	-0.456532352	ensembl_havana	protein_coding
BRAT1	-0.456960664	ensembl_havana	protein_coding
DNAJB9	-0.457006342	ensembl_havana	protein_coding
WDR24	-0.457249842	ensembl_havana	protein_coding
FOXJ2	-0.45737703	ensembl_havana	protein_coding
IMPDH1	-0.457500713	ensembl_havana	protein_coding
ATP9B	-0.457778696	ensembl_havana	protein_coding
SPIRE1	-0.457906457	ensembl_havana	protein_coding
VPS37C	-0.458167076	ensembl_havana	protein_coding
FBRS	-0.458217819	ensembl_havana	protein_coding
CCND1	-0.458273796	ensembl_havana	protein_coding
TCIRG1	-0.458553021	ensembl_havana	protein_coding
FAM168B	-0.45866576	ensembl_havana	protein_coding
KRI1	-0.458776908	ensembl_havana	protein_coding
THAP8	-0.458841399	ensembl_havana	protein_coding
AGPAT2	-0.459511805	ensembl_havana	protein_coding
PHYKPL	-0.45951663	ensembl_havana	protein_coding
WASF2	-0.459696426	ensembl_havana	protein_coding
ZNF274	-0.459721915	ensembl_havana	protein_coding
HELQ	-0.459746981	ensembl_havana	protein_coding
CDK2AP2	-0.459952214	ensembl_havana	protein_coding
CHPF	-0.460371071	ensembl_havana	protein_coding
CPA6	-0.46056793	ensembl_havana	protein_coding
ANKAR	-0.461343019	ensembl_havana	protein_coding
PPP2CA	-0.46135898	ensembl_havana	protein_coding
QSER1	-0.461442402	ensembl_havana	protein_coding
PCDHA9	-0.461466222	havana	protein_coding
CNGB3	-0.461642443	ensembl_havana	protein_coding
SLC36A4	-0.461939034	ensembl_havana	protein_coding
CLEC4A	-0.462020527	ensembl_havana	protein_coding
Sep-04	-0.462090908	ensembl_havana	protein_coding
CASC4	-0.462975934	ensembl_havana	protein_coding
ANKRD11	-0.463175354	ensembl_havana	protein_coding
FAM50A	-0.463314787	ensembl_havana	protein_coding
PCNX	-0.463844756	ensembl_havana	protein_coding
PPP2R5E	-0.463881761	ensembl_havana	protein_coding
TCTA	-0.464438844	ensembl_havana	protein_coding
APLP2	-0.464448686	ensembl_havana	protein_coding
DNAJC27	-0.46465491	ensembl_havana	protein_coding
WASL	-0.464823392	ensembl_havana	protein_coding
CTSH	-0.464986131	ensembl_havana	protein_coding
SMIM3	-0.465099183	ensembl_havana	protein_coding
PHF19	-0.465157314	ensembl_havana	protein_coding
TNFSF15	-0.465385132	ensembl_havana	protein_coding
ADGRE2	-0.466064642	ensembl_havana	protein_coding
TAF1	-0.466572309	ensembl_havana	protein_coding
UPF3A	-0.466584617	ensembl_havana	protein_coding
SFXN3	-0.46693281	ensembl_havana	protein_coding
DNAJB11	-0.467194825	ensembl_havana	protein_coding
SALL2	-0.467253754	ensembl_havana	protein_coding
XPOT	-0.467306087	ensembl_havana	protein_coding
INPPL1	-0.467938913	ensembl_havana	protein_coding
KMT2B	-0.468262759	ensembl_havana	protein_coding
CAMTA2	-0.468617347	ensembl_havana	protein_coding
PXMP2	-0.468638932	ensembl_havana	protein_coding
LAMA3	-0.469527086	ensembl_havana	protein_coding
LYN	-0.469559704	ensembl_havana	protein_coding
B3GAT3	-0.469593217	ensembl_havana	protein_coding
TMEM167B	-0.469593997	ensembl_havana	protein_coding
PCDHA10	-0.469864852	ensembl_havana	protein_coding
IPO8	-0.469878814	ensembl_havana	protein_coding
MCU	-0.469908403	ensembl_havana	protein_coding
OIP5	-0.470371122	ensembl_havana	protein_coding
NFATC1	-0.47043321	ensembl_havana	protein_coding
PARP6	-0.470715452	ensembl_havana	protein_coding
PI4KA	-0.471047194	ensembl_havana	protein_coding
RGS6	-0.471312281	ensembl_havana	protein_coding
GPSM2	-0.471617027	ensembl_havana	protein_coding
DDX28	-0.471649727	ensembl_havana	protein_coding
HNRNPA3	-0.471773803	ensembl_havana	protein_coding
RGS12	-0.471884251	ensembl_havana	protein_coding
MIOS	-0.472011256	ensembl_havana	protein_coding
GPRC5C	-0.47208545	ensembl_havana	protein_coding
UHRF1BP1	-0.472261128	ensembl_havana	protein_coding
KRTCAP3	-0.472621521	ensembl_havana	protein_coding
IPO7	-0.472813726	ensembl_havana	protein_coding
ZIC5	-0.472951421	ensembl_havana	protein_coding
FAM214A	-0.473034297	ensembl_havana	protein_coding
FARSA	-0.47306207	ensembl_havana	protein_coding
RPP25	-0.47312788	ensembl_havana	protein_coding
CLDN3	-0.473142788	ensembl_havana	protein_coding
ZBTB42	-0.47318093	ensembl_havana	protein_coding
SLC25A30	-0.473228743	ensembl_havana	protein_coding
GPD1L	-0.474043998	ensembl_havana	protein_coding
SUFU	-0.474318342	ensembl_havana	protein_coding
GADD45GIP1	-0.474523591	ensembl_havana	protein_coding
TRAP1	-0.474688199	ensembl_havana	protein_coding
UBE2J1	-0.474798397	ensembl_havana	protein_coding
PRKCSH	-0.474815145	ensembl_havana	protein_coding
STUB1	-0.474975029	ensembl_havana	protein_coding
SHB	-0.47500334	ensembl_havana	protein_coding
FAM199X	-0.475085346	ensembl_havana	protein_coding
GCLC	-0.475356905	ensembl_havana	protein_coding
THUMPD2	-0.475516751	ensembl_havana	protein_coding
C17orf89	-0.475531617	ensembl_havana	protein_coding
LRP11	-0.475920064	ensembl_havana	protein_coding
HACD1	-0.476107163	ensembl_havana	protein_coding
H2AFX	-0.476180318	ensembl_havana	protein_coding
STX3	-0.476213461	ensembl_havana	protein_coding
TMEM125	-0.476300472	ensembl_havana	protein_coding
SECISBP2L	-0.476501491	ensembl_havana	protein_coding
GBX2	-0.476743085	ensembl_havana	protein_coding
CHST11	-0.477026953	ensembl_havana	protein_coding
GMPPB	-0.477338031	ensembl_havana	protein_coding
TMED3	-0.477427339	ensembl_havana	protein_coding
SYVN1	-0.477657419	ensembl_havana	protein_coding
CDKN2AIP	-0.477661436	ensembl_havana	protein_coding
RAB2A	-0.477808586	ensembl_havana	protein_coding
DDX59	-0.477955056	ensembl_havana	protein_coding
CLCN2	-0.478114032	ensembl_havana	protein_coding
BOD1	-0.478427663	ensembl_havana	protein_coding
PUS7L	-0.478730935	ensembl_havana	protein_coding
RBM27	-0.478992505	ensembl_havana	protein_coding
PTPRF	-0.479428883	ensembl_havana	protein_coding
RET	-0.479459674	ensembl_havana	protein_coding
TAPT1	-0.479555648	ensembl_havana	protein_coding
PER1	-0.479691283	ensembl_havana	protein_coding
MAPK8	-0.48025564	ensembl_havana	protein_coding
KIF3A	-0.480286203	ensembl_havana	protein_coding
SLCO2A1	-0.480314024	ensembl_havana	protein_coding
GGA1	-0.480596742	ensembl_havana	protein_coding
HOOK1	-0.481008727	ensembl_havana	protein_coding
SUCO	-0.48135922	ensembl_havana	protein_coding
SURF4	-0.481438018	ensembl_havana	protein_coding
ZNF671	-0.481599988	ensembl_havana	protein_coding
FAM122A	-0.482151273	havana	protein_coding
MPV17L2	-0.482237336	ensembl_havana	protein_coding
PRKCD	-0.482327037	ensembl_havana	protein_coding
PTTG1IP	-0.48287425	ensembl_havana	protein_coding
GNPTAB	-0.483874805	ensembl_havana	protein_coding
SAFB	-0.484051014	ensembl_havana	protein_coding
DNAJC1	-0.484227594	ensembl_havana	protein_coding
DVL3	-0.484396189	ensembl_havana	protein_coding
TNRC6A	-0.484410948	ensembl_havana	protein_coding
RP9	-0.484849701	ensembl_havana	protein_coding
ANKRD13A	-0.485060778	ensembl_havana	protein_coding
PCNXL3	-0.485133599	ensembl_havana	protein_coding
DUS1L	-0.48522163	ensembl_havana	protein_coding
NPNT	-0.485604032	ensembl_havana	protein_coding
SNX1	-0.485677404	ensembl_havana	protein_coding
DOCK6	-0.485730375	ensembl_havana	protein_coding
CSNK1E	-0.485731633	ensembl_havana	protein_coding
FAM47E	-0.48574467	ensembl_havana	protein_coding
UBXN7	-0.485946731	ensembl_havana	protein_coding
GARS	-0.486053096	ensembl_havana	protein_coding
PADI3	-0.486505664	ensembl_havana	protein_coding
TMEM94	-0.486793388	ensembl_havana	protein_coding
PATZ1	-0.486892782	ensembl_havana	protein_coding
PROSER1	-0.486900092	ensembl_havana	protein_coding
BIVM	-0.487665693	ensembl_havana	protein_coding
CRYBG3	-0.487681707	ensembl_havana	protein_coding
GTPBP6	-0.487736506	ensembl_havana	protein_coding
TXNDC16	-0.487742083	ensembl_havana	protein_coding
REL	-0.487838772	ensembl_havana	protein_coding
WFS1	-0.487923432	ensembl_havana	protein_coding
TNFRSF10A	-0.488024325	ensembl_havana	protein_coding
ELAVL1	-0.488203939	ensembl_havana	protein_coding
ABHD12	-0.488211071	ensembl_havana	protein_coding
HIST1H2BG	-0.488402559	ensembl_havana	protein_coding
ATP1B3	-0.488561373	ensembl_havana	protein_coding
TUSC2	-0.488785774	ensembl_havana	protein_coding
KLHDC3	-0.488854174	ensembl_havana	protein_coding
ZNF281	-0.489055671	ensembl_havana	protein_coding
BTAF1	-0.489092679	ensembl_havana	protein_coding
EIF5A	-0.489506111	ensembl_havana	protein_coding
RBAK	-0.48961786	ensembl_havana	protein_coding
KDM7A	-0.489640013	ensembl_havana	protein_coding
UBQLN2	-0.489728195	ensembl_havana	protein_coding
ATP6V1E2	-0.489977729	ensembl_havana	protein_coding
FLOT1	-0.489983283	ensembl_havana	protein_coding
FBXW2	-0.49000363	ensembl_havana	protein_coding
HOOK2	-0.490420046	ensembl_havana	protein_coding
CAMK1D	-0.490942178	ensembl_havana	protein_coding
DMP1	-0.491169744	ensembl_havana	protein_coding
MSX2	-0.491696353	ensembl_havana	protein_coding
CLN6	-0.491820771	ensembl_havana	protein_coding
EFNB3	-0.492058088	ensembl_havana	protein_coding
MKNK2	-0.492069149	ensembl_havana	protein_coding
SRF	-0.492334962	ensembl_havana	protein_coding
PRKCI	-0.492411603	ensembl_havana	protein_coding
PRNP	-0.492728851	ensembl_havana	protein_coding
SNTB2	-0.492908053	ensembl_havana	protein_coding
BICD2	-0.492987208	ensembl_havana	protein_coding
FERMT2	-0.493057849	ensembl_havana	protein_coding
MFSD6	-0.49306193	ensembl_havana	protein_coding
NT5DC2	-0.493221049	ensembl_havana	protein_coding
TFR2	-0.493475255	ensembl_havana	protein_coding
ZNF436	-0.493729196	ensembl_havana	protein_coding
LRRC58	-0.493814183	ensembl_havana	protein_coding
B3GNTL1	-0.493848404	ensembl_havana	protein_coding
MYO9A	-0.494122572	ensembl_havana	protein_coding
DEPDC5	-0.494250583	ensembl_havana	protein_coding
TRAF4	-0.494251056	ensembl_havana	protein_coding
INPP5E	-0.494417461	ensembl_havana	protein_coding
LHFPL2	-0.494480798	ensembl_havana	protein_coding
RIC1	-0.49449344	ensembl_havana	protein_coding
CELSR3	-0.49463075	ensembl_havana	protein_coding
AFG3L2	-0.494726093	ensembl_havana	protein_coding
MAN2B2	-0.49478314	ensembl_havana	protein_coding
SCAP	-0.494934384	ensembl_havana	protein_coding
IFNGR2	-0.494990915	ensembl_havana	protein_coding
MICAL1	-0.495085796	ensembl_havana	protein_coding
ARMC10	-0.495498046	ensembl_havana	protein_coding
SLAIN1	-0.496207944	ensembl_havana	protein_coding
JMJD4	-0.496726915	ensembl_havana	protein_coding
PPP2R5A	-0.496727732	ensembl_havana	protein_coding
SRFBP1	-0.497111364	ensembl_havana	protein_coding
ZNF407	-0.497195105	ensembl_havana	protein_coding
UBE2E1	-0.497376356	ensembl_havana	protein_coding
RALBP1	-0.497747365	ensembl_havana	protein_coding
SIPA1L1	-0.497780139	ensembl_havana	protein_coding
PPIC	-0.497864048	ensembl_havana	protein_coding
SUV39H1	-0.498024854	ensembl_havana	protein_coding
SERPINF1	-0.498075528	ensembl_havana	protein_coding
PPP1R8	-0.498516205	ensembl_havana	protein_coding
PKN1	-0.498554467	ensembl_havana	protein_coding
SLC37A3	-0.498814381	ensembl_havana	protein_coding
PEG3	-0.498865395	ensembl_havana	protein_coding
SCYL2	-0.498945568	ensembl_havana	protein_coding
ALOX15	-0.499192368	ensembl_havana	protein_coding
VAPB	-0.499261648	ensembl_havana	protein_coding
E2F6	-0.499347833	ensembl_havana	protein_coding
GPANK1	-0.499472005	ensembl_havana	protein_coding
SEPHS2	-0.500476203	havana	protein_coding
SAMD1	-0.500487514	ensembl_havana	protein_coding
SOBP	-0.500747602	ensembl_havana	protein_coding
TET3	-0.500778695	ensembl_havana	protein_coding
FKBP4	-0.501066935	ensembl_havana	protein_coding
IQCE	-0.501099219	ensembl_havana	protein_coding
PHKA1	-0.501532792	ensembl_havana	protein_coding
C9orf69	-0.501667568	ensembl_havana	protein_coding
FNDC3B	-0.502438335	ensembl_havana	protein_coding
PGM2L1	-0.50249583	ensembl_havana	protein_coding
INTS1	-0.503287192	ensembl_havana	protein_coding
SPOPL	-0.503431048	ensembl_havana	protein_coding
RANBP1	-0.503595935	ensembl_havana	protein_coding
SLMAP	-0.503746146	ensembl_havana	protein_coding
STXBP1	-0.504146115	ensembl_havana	protein_coding
CNNM3	-0.504473849	ensembl_havana	protein_coding
TSPYL4	-0.504644815	ensembl_havana	protein_coding
OSCP1	-0.50465157	ensembl_havana	protein_coding
EPHB4	-0.504834466	ensembl_havana	protein_coding
VASH2	-0.505277119	ensembl_havana	protein_coding
SLC4A7	-0.505702118	ensembl_havana	protein_coding
COL1A1	-0.505800451	ensembl_havana	protein_coding
RPL13	-0.506276886	ensembl_havana	protein_coding
SNX25	-0.506404471	ensembl_havana	protein_coding
STK17A	-0.506416155	ensembl_havana	protein_coding
RGL2	-0.50643579	ensembl_havana	protein_coding
AFAP1	-0.507455407	ensembl_havana	protein_coding
ARL13B	-0.50772933	ensembl_havana	protein_coding
BRAF	-0.508053644	ensembl_havana	protein_coding
MAP3K12	-0.508093831	ensembl_havana	protein_coding
GCNT1	-0.508351952	ensembl_havana	protein_coding
NCOA6	-0.508473756	ensembl_havana	protein_coding
RAB11FIP5	-0.508751002	ensembl_havana	protein_coding
GAREM2	-0.508986613	ensembl_havana	protein_coding
KLF11	-0.509123584	ensembl_havana	protein_coding
C14orf80	-0.509130294	ensembl_havana	protein_coding
FLII	-0.509583435	ensembl_havana	protein_coding
GTPBP1	-0.509708104	ensembl_havana	protein_coding
ARFGAP1	-0.509993976	ensembl_havana	protein_coding
NUP210	-0.510087879	ensembl_havana	protein_coding
MTURN	-0.510190784	ensembl_havana	protein_coding
NUDT16L1	-0.510507095	ensembl_havana	protein_coding
PPP2R2D	-0.511135677	ensembl_havana	protein_coding
ZNHIT1	-0.511171485	ensembl_havana	protein_coding
ABHD11	-0.511588406	ensembl_havana	protein_coding
ZFAND2B	-0.511596852	ensembl_havana	protein_coding
SLC18B1	-0.512191872	ensembl_havana	protein_coding
ELK3	-0.512193366	ensembl_havana	protein_coding
PFKP	-0.512286238	ensembl_havana	protein_coding
LIN7B	-0.51274295	ensembl_havana	protein_coding
GNAI2	-0.512934342	ensembl_havana	protein_coding
ZNF619	-0.513154165	ensembl_havana	protein_coding
SPRY4	-0.513190682	ensembl_havana	protein_coding
H2AFJ	-0.5133409	ensembl_havana	protein_coding
HSF1	-0.513347102	ensembl_havana	protein_coding
FUS	-0.513389173	ensembl_havana	protein_coding
TARBP2	-0.513764632	ensembl_havana	protein_coding
DAPP1	-0.513810095	ensembl_havana	protein_coding
RCC2	-0.514206802	ensembl_havana	protein_coding
HS6ST2	-0.515042707	ensembl_havana	protein_coding
ZNF704	-0.515540131	ensembl_havana	protein_coding
LACE1	-0.516169525	ensembl_havana	protein_coding
FRMD4A	-0.516190357	ensembl_havana	protein_coding
FAM200B	-0.51623744	ensembl_havana	protein_coding
MYO1E	-0.516268734	ensembl_havana	protein_coding
CMTM7	-0.516283613	ensembl_havana	protein_coding
SYNJ1	-0.516609735	ensembl_havana	protein_coding
ZNF189	-0.516698915	ensembl_havana	protein_coding
PLAUR	-0.516846461	ensembl_havana	protein_coding
ZNF622	-0.516991048	ensembl_havana	protein_coding
CCBL2	-0.517144054	ensembl_havana	protein_coding
CREB3L2	-0.51714539	ensembl_havana	protein_coding
UBL3	-0.517170119	ensembl_havana	protein_coding
MEX3B	-0.5177498	ensembl_havana	protein_coding
ORMDL3	-0.517832211	ensembl_havana	protein_coding
PEF1	-0.518074924	ensembl_havana	protein_coding
KPNA4	-0.518290713	ensembl_havana	protein_coding
SLC2A6	-0.518377499	ensembl_havana	protein_coding
ZSCAN2	-0.518411506	ensembl_havana	protein_coding
LMBR1	-0.518434994	ensembl_havana	protein_coding
ARHGEF38	-0.518516081	ensembl_havana	protein_coding
KCTD18	-0.519153864	ensembl_havana	protein_coding
ALKBH5	-0.51924417	ensembl_havana	protein_coding
PLEKHJ1	-0.519479379	ensembl_havana	protein_coding
RIPPLY3	-0.519525144	ensembl_havana	protein_coding
ACVR1B	-0.520140112	ensembl_havana	protein_coding
CANT1	-0.520182822	ensembl_havana	protein_coding
SMARCB1	-0.520197522	ensembl_havana	protein_coding
FBXL3	-0.520531501	ensembl_havana	protein_coding
CLSTN1	-0.520687125	ensembl_havana	protein_coding
HSF4	-0.520862989	havana	protein_coding
RAPGEF3	-0.52129632	ensembl_havana	protein_coding
ID1	-0.521310909	ensembl_havana	protein_coding
CALML5	-0.521318063	ensembl_havana	protein_coding
DOCK9	-0.521320828	ensembl_havana	protein_coding
SNAPC4	-0.52148126	ensembl_havana	protein_coding
SNX30	-0.522173165	ensembl_havana	protein_coding
GMCL1	-0.522371025	ensembl_havana	protein_coding
EP300	-0.522410042	ensembl_havana	protein_coding
MATN2	-0.522590307	ensembl_havana	protein_coding
TBC1D20	-0.522643993	ensembl_havana	protein_coding
MAP2K2	-0.522749104	ensembl_havana	protein_coding
PIKFYVE	-0.522864568	ensembl_havana	protein_coding
TECPR1	-0.523642347	ensembl_havana	protein_coding
PRELID1	-0.52365641	ensembl_havana	protein_coding
ERI3	-0.523708805	ensembl_havana	protein_coding
SHARPIN	-0.523739091	ensembl_havana	protein_coding
DCAF5	-0.523782167	ensembl_havana	protein_coding
AREG	-0.523863225	ensembl_havana	protein_coding
FAM91A1	-0.524208337	ensembl_havana	protein_coding
SYT12	-0.52450037	ensembl_havana	protein_coding
NME3	-0.524893405	ensembl_havana	protein_coding
ZNF574	-0.52519954	ensembl_havana	protein_coding
SCIN	-0.525247621	ensembl_havana	protein_coding
ZNF74	-0.525358534	ensembl_havana	protein_coding
SLC16A7	-0.525374982	ensembl_havana	protein_coding
SLC52A2	-0.52577691	ensembl_havana	protein_coding
SRRD	-0.526505907	ensembl_havana	protein_coding
ZNF93	-0.526693618	ensembl_havana	protein_coding
CENPB	-0.526722821	ensembl_havana	protein_coding
AGBL5	-0.52694035	ensembl_havana	protein_coding
RAP1A	-0.527097929	ensembl_havana	protein_coding
TOP1MT	-0.527519956	ensembl_havana	protein_coding
TMEM150A	-0.527558285	ensembl_havana	protein_coding
IMPAD1	-0.527602451	ensembl_havana	protein_coding
FZD2	-0.527622821	havana	protein_coding
PDZD7	-0.527698135	ensembl_havana	protein_coding
DNAH5	-0.528238913	ensembl_havana	protein_coding
TMPO	-0.52825403	ensembl_havana	protein_coding
HID1	-0.528429062	ensembl_havana	protein_coding
ST6GALNAC6	-0.528456376	ensembl_havana	protein_coding
GRAMD1A	-0.528594988	ensembl_havana	protein_coding
FAM161B	-0.528670979	ensembl_havana	protein_coding
RMND5B	-0.528918749	ensembl_havana	protein_coding
ABAT	-0.52901772	ensembl_havana	protein_coding
MAP3K9	-0.530224912	ensembl_havana	protein_coding
NUDT8	-0.530263122	ensembl_havana	protein_coding
CYHR1	-0.530609111	ensembl_havana	protein_coding
RAD51	-0.530616853	ensembl_havana	protein_coding
SYNGR1	-0.530628399	ensembl_havana	protein_coding
RTKN2	-0.53077608	ensembl_havana	protein_coding
NIPAL1	-0.53086932	ensembl_havana	protein_coding
LAMB3	-0.531212277	ensembl_havana	protein_coding
FBXO27	-0.531501253	ensembl_havana	protein_coding
ABTB2	-0.531671723	ensembl_havana	protein_coding
BSPRY	-0.532117867	ensembl_havana	protein_coding
SPAG1	-0.532164636	ensembl_havana	protein_coding
IDH2	-0.532568177	ensembl_havana	protein_coding
PAQR8	-0.532925332	ensembl_havana	protein_coding
MED24	-0.533722434	ensembl_havana	protein_coding
MSL1	-0.534324164	ensembl_havana	protein_coding
CIRBP	-0.53442548	ensembl_havana	protein_coding
MFSD1	-0.534480537	ensembl_havana	protein_coding
FEM1B	-0.534717777	ensembl_havana	protein_coding
MPZL1	-0.534781197	ensembl_havana	protein_coding
OAS3	-0.535502511	ensembl_havana	protein_coding
ZNF684	-0.535506323	ensembl_havana	protein_coding
WDPCP	-0.535879326	ensembl_havana	protein_coding
BCAR3	-0.536016494	ensembl_havana	protein_coding
LNX2	-0.536136344	ensembl_havana	protein_coding
RNF223	-0.536273781	ensembl_havana	protein_coding
SPATA20	-0.536820869	ensembl_havana	protein_coding
PTPRK	-0.537715542	ensembl_havana	protein_coding
ZNF692	-0.537822055	ensembl_havana	protein_coding
MBOAT2	-0.538094827	ensembl_havana	protein_coding
UNC13D	-0.538437412	ensembl_havana	protein_coding
ZNF383	-0.538535309	ensembl_havana	protein_coding
SARS2	-0.538609051	ensembl_havana	protein_coding
DLX1	-0.539166683	ensembl_havana	protein_coding
NPDC1	-0.539707581	ensembl_havana	protein_coding
KRT86	-0.539785379	ensembl_havana	protein_coding
FZD1	-0.53993358	ensembl_havana	protein_coding
ANKRD17	-0.540193637	ensembl_havana	protein_coding
ZBTB24	-0.540198479	ensembl_havana	protein_coding
VPS4A	-0.540299144	ensembl_havana	protein_coding
SPTBN1	-0.540712417	ensembl_havana	protein_coding
RAF1	-0.540948287	ensembl_havana	protein_coding
CTNNAL1	-0.541080768	ensembl_havana	protein_coding
IL6ST	-0.541133852	ensembl_havana	protein_coding
NFE2L3	-0.541175966	ensembl_havana	protein_coding
DHX32	-0.541497695	ensembl_havana	protein_coding
SMG9	-0.541602548	ensembl_havana	protein_coding
PDSS1	-0.541786561	ensembl_havana	protein_coding
JMY	-0.541949913	ensembl_havana	protein_coding
IRX2	-0.542138648	ensembl_havana	protein_coding
ZNF703	-0.542198997	ensembl_havana	protein_coding
FAM134C	-0.542356222	ensembl_havana	protein_coding
ETAA1	-0.542549022	ensembl_havana	protein_coding
ABR	-0.542693251	ensembl_havana	protein_coding
ABHD15	-0.542735282	ensembl_havana	protein_coding
TMEM132A	-0.542840606	ensembl_havana	protein_coding
CLPP	-0.543125012	ensembl_havana	protein_coding
SFPQ	-0.543251029	ensembl_havana	protein_coding
CCDC102A	-0.543351212	ensembl_havana	protein_coding
COX19	-0.543423675	ensembl_havana	protein_coding
ZNF248	-0.54344651	ensembl_havana	protein_coding
KDM5B	-0.543544155	ensembl_havana	protein_coding
IRF3	-0.543740442	ensembl_havana	protein_coding
TOMM70A	-0.543899435	ensembl_havana	protein_coding
